model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
bielik_1_5b_v3,pl,food,disgust,emotion,0.896417997777462,0.03823410258046347,1.0,15
bielik_1_5b_v3,pl,food,disgust,identity,0.9523299634456635,0.019403699383838076,1.0,10
bielik_1_5b_v3,pl,food,disgust,random,0.6685010671615601,0.021222813328495224,1.0,10
bielik_1_5b_v3,pl,food,disgust,shuffled_emotion,0.9025611862540245,0.03135358343715776,1.0,13
bielik_1_5b_v3,pl,food,joy,emotion,0.9025611862540245,0.01717464506509713,1.0,13
bielik_1_5b_v3,pl,food,joy,identity,0.9523299634456635,0.00714887750218623,1.0,10
bielik_1_5b_v3,pl,food,joy,random,0.6815567195415497,0.006170233106240639,1.0,10
bielik_1_5b_v3,pl,food,joy,shuffled_emotion,0.9017824649810791,0.016424288280541068,1.0,15
bielik_1_5b_v3,pl,food,sadness,emotion,0.9051246792078018,0.01790409827954135,1.0,15
bielik_1_5b_v3,pl,food,sadness,identity,0.9523299634456635,0.006508493202272805,1.0,10
bielik_1_5b_v3,pl,food,sadness,random,0.6676930606365203,0.003948976073297675,1.0,10
bielik_1_5b_v3,pl,food,sadness,shuffled_emotion,0.896417997777462,0.01836758999270386,1.0,15
bielik_1_5b_v3,pl,object,anger,emotion,0.8854704275727272,0.04127754352521147,1.0,17
bielik_1_5b_v3,pl,object,anger,identity,0.9346727013587952,0.011708625301253033,1.0,10
bielik_1_5b_v3,pl,object,anger,random,0.642874276638031,0.008946939639281466,1.0,10
bielik_1_5b_v3,pl,object,anger,shuffled_emotion,0.8869011595845222,0.0436367907794192,1.0,17
bielik_1_5b_v3,pl,object,disgust,emotion,0.8723888143897056,0.040059176110662495,1.0,17
bielik_1_5b_v3,pl,object,disgust,identity,0.9346727013587952,-0.003234290308319018,1.0,10
bielik_1_5b_v3,pl,object,disgust,random,0.6781001925468445,-0.002026059979107215,1.0,10
bielik_1_5b_v3,pl,object,disgust,shuffled_emotion,0.8866497337818146,0.028513039986137294,1.0,17
bielik_1_5b_v3,pl,object,joy,emotion,0.8866497337818146,0.04158381834276949,1.0,17
bielik_1_5b_v3,pl,object,joy,identity,0.9346727013587952,0.01086820276104844,1.0,10
bielik_1_5b_v3,pl,object,joy,random,0.672420758008957,0.008620837522903447,1.0,10
bielik_1_5b_v3,pl,object,joy,shuffled_emotion,0.8854704275727272,0.0402885192132089,1.0,17
bielik_1_5b_v3,pl,object,sadness,emotion,0.8869011595845222,0.035750652011483884,1.0,17
bielik_1_5b_v3,pl,object,sadness,identity,0.9346727013587952,0.002791165222879495,1.0,10
bielik_1_5b_v3,pl,object,sadness,random,0.668058305978775,0.004717280395561825,1.0,10
bielik_1_5b_v3,pl,object,sadness,shuffled_emotion,0.8723888143897056,0.0400802506075706,1.0,17
bielik_1_5b_v3,pl,person,anger,emotion,0.8921096190810204,0.0326466866128612,1.0,16
bielik_1_5b_v3,pl,person,anger,identity,0.9412839829921722,0.003098949015839012,1.0,10
bielik_1_5b_v3,pl,person,anger,random,0.6718783140182495,0.0012320430891122603,1.0,10
bielik_1_5b_v3,pl,person,anger,shuffled_emotion,0.8949972972273826,0.038887416879879275,1.0,15
bielik_1_5b_v3,pl,person,disgust,emotion,0.8825487330555916,0.04667790983512528,1.0,17
bielik_1_5b_v3,pl,person,disgust,identity,0.9412839829921722,0.003747474579722605,1.0,10
bielik_1_5b_v3,pl,person,disgust,random,0.6624305963516235,0.00715328239894004,1.0,10
bielik_1_5b_v3,pl,person,disgust,shuffled_emotion,0.8896994203329086,0.03635480252269187,1.0,15
bielik_1_5b_v3,pl,person,joy,emotion,0.8896994203329086,0.025267431768588706,1.0,15
bielik_1_5b_v3,pl,person,joy,identity,0.9412839829921722,-0.010103553067892785,1.0,10
bielik_1_5b_v3,pl,person,joy,random,0.6602570831775665,-0.010814932570792725,1.0,10
bielik_1_5b_v3,pl,person,joy,shuffled_emotion,0.8921096190810204,0.01784081762889399,1.0,16
bielik_1_5b_v3,pl,person,sadness,emotion,0.8949972972273826,0.038912537507712806,1.0,15
bielik_1_5b_v3,pl,person,sadness,identity,0.9412839829921722,-0.0005176316481083776,1.0,10
bielik_1_5b_v3,pl,person,sadness,random,0.6658114850521087,-0.0005176316481083776,1.0,10
bielik_1_5b_v3,pl,person,sadness,shuffled_emotion,0.8825487330555916,0.038161920878337655,1.0,17
bielik_1_5b_v3,pl,place,anger,emotion,0.8895978957414628,0.028684356727171657,1.0,15
bielik_1_5b_v3,pl,place,anger,identity,0.9378216683864593,0.013141657889354952,1.0,10
bielik_1_5b_v3,pl,place,anger,random,0.6684069991111755,0.012208511395147049,1.0,10
bielik_1_5b_v3,pl,place,anger,shuffled_emotion,0.8909731358289719,0.02694152750773352,1.0,14
bielik_1_5b_v3,pl,place,disgust,emotion,0.8790230795741081,0.034578205877915,1.0,16
bielik_1_5b_v3,pl,place,disgust,identity,0.9378216683864593,0.008540086454013366,1.0,10
bielik_1_5b_v3,pl,place,disgust,random,0.673497098684311,0.009338612906867636,1.0,10
bielik_1_5b_v3,pl,place,disgust,shuffled_emotion,0.8848605558276177,0.021468259231187396,1.0,15
bielik_1_5b_v3,pl,place,joy,emotion,0.8848605558276177,0.006453518196940419,1.0,15
bielik_1_5b_v3,pl,place,joy,identity,0.9378216683864593,-0.007891254418063895,1.0,10
bielik_1_5b_v3,pl,place,joy,random,0.6734004557132721,-0.0045965480268932695,1.0,10
bielik_1_5b_v3,pl,place,joy,shuffled_emotion,0.8895978957414628,0.00532088675536215,1.0,15
bielik_1_5b_v3,pl,place,sadness,emotion,0.8909731358289719,0.020359796669799823,1.0,14
bielik_1_5b_v3,pl,place,sadness,identity,0.9378216683864593,0.006208637077361348,1.0,10
bielik_1_5b_v3,pl,place,sadness,random,0.6413449704647064,0.008720848732627936,1.0,10
bielik_1_5b_v3,pl,place,sadness,shuffled_emotion,0.8790230795741081,0.024154881224967527,1.0,16
bielik_1_5b_v3,pl,situation,anger,emotion,0.892886757850647,0.03232533327536655,1.0,15
bielik_1_5b_v3,pl,situation,anger,identity,0.9405133783817291,-0.00258170494344085,1.0,10
bielik_1_5b_v3,pl,situation,anger,random,0.6751492500305176,0.0065592179540544665,1.0,10
bielik_1_5b_v3,pl,situation,anger,shuffled_emotion,0.896884348988533,0.03037347922800106,1.0,15
bielik_1_5b_v3,pl,situation,disgust,emotion,0.8866431504487992,0.045987080235499855,1.0,15
bielik_1_5b_v3,pl,situation,disgust,identity,0.9405133783817291,0.01205095127224921,1.0,10
bielik_1_5b_v3,pl,situation,disgust,random,0.672609931230545,0.01205095127224921,1.0,10
bielik_1_5b_v3,pl,situation,disgust,shuffled_emotion,0.8932111218571663,0.042473463492933634,1.0,14
bielik_1_5b_v3,pl,situation,joy,emotion,0.8932111218571663,0.027079868677537866,1.0,14
bielik_1_5b_v3,pl,situation,joy,identity,0.9405133783817291,-0.00799664257792755,1.0,10
bielik_1_5b_v3,pl,situation,joy,random,0.6717464327812195,0.00039641043404117294,1.0,10
bielik_1_5b_v3,pl,situation,joy,shuffled_emotion,0.892886757850647,0.026920023304410262,1.0,15
bielik_1_5b_v3,pl,situation,sadness,emotion,0.896884348988533,0.03287777225486933,1.0,15
bielik_1_5b_v3,pl,situation,sadness,identity,0.9405133783817291,-0.0010753085836768088,1.0,10
bielik_1_5b_v3,pl,situation,sadness,random,0.6758711934089661,0.002751084766350694,1.0,10
bielik_1_5b_v3,pl,situation,sadness,shuffled_emotion,0.8866431504487992,0.033899097569519636,1.0,15
bielik_1_5b_v3,zh,food,anger,emotion,0.6248952373862267,0.0011323945247568301,1.0,14
bielik_1_5b_v3,zh,food,anger,identity,0.7707633137702942,-0.04122431505238634,1.0,10
bielik_1_5b_v3,zh,food,anger,random,0.5468489050865173,-0.04122431505238634,1.0,10
bielik_1_5b_v3,zh,food,anger,shuffled_emotion,0.6664055839180947,-0.01283364099217577,1.0,15
bielik_1_5b_v3,zh,food,disgust,emotion,0.6587118715047836,0.04877362983534111,1.0,14
bielik_1_5b_v3,zh,food,disgust,identity,0.7707633137702942,0.007808847271371644,1.0,10
bielik_1_5b_v3,zh,food,disgust,random,0.5372401654720307,0.007808847271371644,1.0,10
bielik_1_5b_v3,zh,food,disgust,shuffled_emotion,0.6605189859867096,0.03983165958197786,1.0,16
bielik_1_5b_v3,zh,food,joy,emotion,0.6605189859867096,0.016019973915535952,1.0,16
bielik_1_5b_v3,zh,food,joy,identity,0.7707633137702942,-0.016075438761617968,1.0,10
bielik_1_5b_v3,zh,food,joy,random,0.5381691098213196,-0.020103760983329243,1.0,10
bielik_1_5b_v3,zh,food,joy,shuffled_emotion,0.6248952373862267,0.004878936952445662,1.0,14
bielik_1_5b_v3,zh,food,sadness,emotion,0.6664055839180947,0.0005007910192944057,1.0,15
bielik_1_5b_v3,zh,food,sadness,identity,0.7707633137702942,-0.03306020499439908,1.0,10
bielik_1_5b_v3,zh,food,sadness,random,0.5591733932495118,-0.021908893284853532,1.0,10
bielik_1_5b_v3,zh,food,sadness,shuffled_emotion,0.6587118715047836,-0.0030425017001107398,1.0,14
bielik_1_5b_v3,zh,object,anger,emotion,0.6909620255231858,0.06354373948997816,1.0,15
bielik_1_5b_v3,zh,object,anger,identity,0.8290546894073486,0.026798678218619892,1.0,10
bielik_1_5b_v3,zh,object,anger,random,0.5815920531749725,0.02512709387228823,1.0,10
bielik_1_5b_v3,zh,object,anger,shuffled_emotion,0.7277311563491822,0.05144752961932679,1.0,17
bielik_1_5b_v3,zh,object,disgust,emotion,0.7095273390412331,0.06001860214164478,1.0,17
bielik_1_5b_v3,zh,object,disgust,identity,0.8290546894073486,0.028789729799609615,1.0,10
bielik_1_5b_v3,zh,object,disgust,random,0.5830564022064209,0.02540967849781735,1.0,10
bielik_1_5b_v3,zh,object,disgust,shuffled_emotion,0.7119530498981476,0.0462452719802968,1.0,15
bielik_1_5b_v3,zh,object,joy,emotion,0.7119530498981476,0.023855579667724676,1.0,15
bielik_1_5b_v3,zh,object,joy,identity,0.8290546894073486,-0.0034129746491089277,1.0,10
bielik_1_5b_v3,zh,object,joy,random,0.5998287856578827,-0.0023231260711327,1.0,10
bielik_1_5b_v3,zh,object,joy,shuffled_emotion,0.6909620255231858,0.01298895424697549,1.0,15
bielik_1_5b_v3,zh,object,sadness,emotion,0.7277311563491822,0.05368776516406794,1.0,17
bielik_1_5b_v3,zh,object,sadness,identity,0.8290546894073486,0.026947818259941397,1.0,10
bielik_1_5b_v3,zh,object,sadness,random,0.5960551559925079,0.022226372273871663,1.0,10
bielik_1_5b_v3,zh,object,sadness,shuffled_emotion,0.7095273390412331,0.05492808888084252,1.0,17
bielik_1_5b_v3,zh,person,anger,emotion,0.6442510917782783,0.15888328106957483,1.0,16
bielik_1_5b_v3,zh,person,anger,identity,0.7497489869594574,0.10801916277850973,1.0,10
bielik_1_5b_v3,zh,person,anger,random,0.5383422911167145,0.11536486723343838,1.0,10
bielik_1_5b_v3,zh,person,anger,shuffled_emotion,0.6805684998631477,0.13457446584361601,1.0,15
bielik_1_5b_v3,zh,person,disgust,emotion,0.6768034353852272,0.19406661274842915,1.0,14
bielik_1_5b_v3,zh,person,disgust,identity,0.7497489869594574,0.13751238356344397,1.0,10
bielik_1_5b_v3,zh,person,disgust,random,0.5330922812223434,0.13751238356344397,1.0,10
bielik_1_5b_v3,zh,person,disgust,shuffled_emotion,0.6784884169697761,0.1765376148279756,1.0,13
bielik_1_5b_v3,zh,person,joy,emotion,0.6784884169697761,0.13552803739439695,1.0,13
bielik_1_5b_v3,zh,person,joy,identity,0.7497489869594574,0.07925923175644127,1.0,10
bielik_1_5b_v3,zh,person,joy,random,0.523280918598175,0.07925923175644127,1.0,10
bielik_1_5b_v3,zh,person,joy,shuffled_emotion,0.6442510917782783,0.11925881069619207,1.0,16
bielik_1_5b_v3,zh,person,sadness,emotion,0.6805684998631477,0.12178842423018069,1.0,15
bielik_1_5b_v3,zh,person,sadness,identity,0.7497489869594574,0.08071972054895013,1.0,10
bielik_1_5b_v3,zh,person,sadness,random,0.5327092349529267,0.08071972054895013,1.0,10
bielik_1_5b_v3,zh,person,sadness,shuffled_emotion,0.6768034353852272,0.12689268077956511,1.0,14
bielik_1_5b_v3,zh,place,anger,emotion,0.6648119986057281,0.02896369864465667,1.0,14
bielik_1_5b_v3,zh,place,anger,identity,0.8049025356769561,0.002807199303060765,1.0,10
bielik_1_5b_v3,zh,place,anger,random,0.5480401039123535,-0.01043426299002021,1.0,10
bielik_1_5b_v3,zh,place,anger,shuffled_emotion,0.7116209477186203,0.027899079170310852,1.0,16
bielik_1_5b_v3,zh,place,disgust,emotion,0.6900575950741767,0.041014911758247743,1.0,15
bielik_1_5b_v3,zh,place,disgust,identity,0.8049025356769561,0.003287358081433925,1.0,10
bielik_1_5b_v3,zh,place,disgust,random,0.559015429019928,-0.003995568014215672,1.0,10
bielik_1_5b_v3,zh,place,disgust,shuffled_emotion,0.7032467678189278,0.035461861139629014,1.0,16
bielik_1_5b_v3,zh,place,joy,emotion,0.7032467678189278,0.05120342597365376,1.0,16
bielik_1_5b_v3,zh,place,joy,identity,0.8049025356769561,0.00890509255696088,1.0,10
bielik_1_5b_v3,zh,place,joy,random,0.5815035283565522,0.00890509255696088,1.0,10
bielik_1_5b_v3,zh,place,joy,shuffled_emotion,0.6648119986057281,0.027226852811872954,1.0,14
bielik_1_5b_v3,zh,place,sadness,emotion,0.7116209477186203,0.06046397248283024,1.0,16
bielik_1_5b_v3,zh,place,sadness,identity,0.8049025356769561,0.03128994446014983,1.0,10
bielik_1_5b_v3,zh,place,sadness,random,0.5769244074821472,0.028635752829723037,1.0,10
bielik_1_5b_v3,zh,place,sadness,shuffled_emotion,0.6900575950741767,0.056682243838440595,1.0,15
bielik_1_5b_v3,zh,situation,anger,emotion,0.6015974894165993,0.004203434148803355,1.0,17
bielik_1_5b_v3,zh,situation,anger,identity,0.7397801399230957,-0.0492163950577378,1.0,10
bielik_1_5b_v3,zh,situation,anger,random,0.5361506581306458,-0.04408463966101405,1.0,10
bielik_1_5b_v3,zh,situation,anger,shuffled_emotion,0.6480962023139,-0.00893927412107586,1.0,17
bielik_1_5b_v3,zh,situation,disgust,emotion,0.6318970367312431,0.04526381057512477,1.0,16
bielik_1_5b_v3,zh,situation,disgust,identity,0.7397801399230957,-0.01893410141055938,1.0,10
bielik_1_5b_v3,zh,situation,disgust,random,0.5432641744613648,-0.03871462345123289,1.0,10
bielik_1_5b_v3,zh,situation,disgust,shuffled_emotion,0.6446085438132286,0.029878010312677332,1.0,19
bielik_1_5b_v3,zh,situation,joy,emotion,0.6446085438132286,0.058359791990369524,1.0,19
bielik_1_5b_v3,zh,situation,joy,identity,0.7397801399230957,-0.00021926473127678662,1.0,10
bielik_1_5b_v3,zh,situation,joy,random,0.5342429578304291,0.001239178364630781,1.0,10
bielik_1_5b_v3,zh,situation,joy,shuffled_emotion,0.6015974894165993,0.03488561068661509,1.0,17
bielik_1_5b_v3,zh,situation,sadness,emotion,0.6480962023139,0.03657733744475987,1.0,17
bielik_1_5b_v3,zh,situation,sadness,identity,0.7397801399230957,-0.0076304211048409416,1.0,10
bielik_1_5b_v3,zh,situation,sadness,random,0.5209000796079636,-0.0026078448165208143,1.0,10
bielik_1_5b_v3,zh,situation,sadness,shuffled_emotion,0.6318970367312431,0.03321519136661661,1.0,16
gemini,en,food,anger,emotion,0.49532941579818723,0.02682232008664868,1.0,13
gemini,en,food,anger,identity,0.6713498294353485,-0.003018985147355108,1.0,10
gemini,en,food,anger,random,0.4822425603866577,0.0018443035485688722,1.0,10
