model,pooling_strategy,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled,final_rank_score
arctic_embed_l_v2,,0.46642283034324644,0.23029981290688736,0.0,117,0.2240313488668762,0.23361482904152944,0.03909547957405448,0.7270414703893475
