model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
bielik_1_5b_v3,zh,object,sadness,shuffled_emotion,0.6747685492038726,0.074894179450348,1.0,10
bielik_1_5b_v3,zh,person,anger,emotion,0.6661300122737884,0.2662456899881363,1.0,10
bielik_1_5b_v3,zh,person,anger,identity,0.7497489869594574,0.18064360767602916,1.0,10
bielik_1_5b_v3,zh,person,anger,random,0.5383422911167145,0.18974398821592328,1.0,10
bielik_1_5b_v3,zh,person,anger,shuffled_emotion,0.687285041809082,0.2330392628908157,1.0,10
bielik_1_5b_v3,zh,person,disgust,emotion,0.6678366363048553,0.26779562830924986,1.0,10
bielik_1_5b_v3,zh,person,disgust,identity,0.7497489869594574,0.17740025222301478,1.0,10
bielik_1_5b_v3,zh,person,disgust,random,0.5330922812223434,0.17740025222301478,1.0,10
bielik_1_5b_v3,zh,person,disgust,shuffled_emotion,0.6943879187107086,0.25287289321422574,1.0,10
bielik_1_5b_v3,zh,person,joy,emotion,0.6943879187107086,0.2705683514475822,1.0,10
bielik_1_5b_v3,zh,person,joy,identity,0.7497489869594574,0.18296620845794673,1.0,10
bielik_1_5b_v3,zh,person,joy,random,0.523280918598175,0.18296620845794673,1.0,10
bielik_1_5b_v3,zh,person,joy,shuffled_emotion,0.6661300122737884,0.28080317527055737,1.0,10
bielik_1_5b_v3,zh,person,sadness,emotion,0.687285041809082,0.23016933649778365,1.0,10
bielik_1_5b_v3,zh,person,sadness,identity,0.7497489869594574,0.16458720564842222,1.0,10
bielik_1_5b_v3,zh,person,sadness,random,0.5327092349529267,0.16458720564842222,1.0,10
bielik_1_5b_v3,zh,person,sadness,shuffled_emotion,0.6678366363048553,0.2488430306315422,1.0,10
bielik_1_5b_v3,zh,place,anger,emotion,0.6624914109706879,0.062431233888491956,1.0,10
bielik_1_5b_v3,zh,place,anger,identity,0.8049025356769561,0.015318557713180761,1.0,10
bielik_1_5b_v3,zh,place,anger,random,0.5480401039123535,-0.0006379957310855486,1.0,10
bielik_1_5b_v3,zh,place,anger,shuffled_emotion,0.6894239544868469,0.06081219292245801,1.0,10
bielik_1_5b_v3,zh,place,disgust,emotion,0.6644461870193481,0.06900348248891527,1.0,10
bielik_1_5b_v3,zh,place,disgust,identity,0.8049025356769561,0.01453375327400861,1.0,10
bielik_1_5b_v3,zh,place,disgust,random,0.559015429019928,0.002226273668929932,1.0,10
bielik_1_5b_v3,zh,place,disgust,shuffled_emotion,0.6856284141540527,0.06900348248891527,1.0,10
bielik_1_5b_v3,zh,place,joy,emotion,0.6856284141540527,0.07776852278038855,1.0,10
bielik_1_5b_v3,zh,place,joy,identity,0.8049025356769561,0.018981137126684162,1.0,10
bielik_1_5b_v3,zh,place,joy,random,0.5815035283565522,0.018981137126684155,1.0,10
bielik_1_5b_v3,zh,place,joy,shuffled_emotion,0.6624914109706879,0.06743876086547966,1.0,10
bielik_1_5b_v3,zh,place,sadness,emotion,0.6894239544868469,0.07229043785482642,1.0,10
bielik_1_5b_v3,zh,place,sadness,identity,0.8049025356769561,0.02617102777585385,1.0,10
bielik_1_5b_v3,zh,place,sadness,random,0.5769244074821472,0.03308695154264567,1.0,10
bielik_1_5b_v3,zh,place,sadness,shuffled_emotion,0.6644461870193481,0.07788878995925184,1.0,10
bielik_1_5b_v3,zh,situation,anger,emotion,0.6050790190696717,0.0525534871034324,1.0,10
bielik_1_5b_v3,zh,situation,anger,identity,0.7397801399230957,-0.045609237719327185,1.0,10
bielik_1_5b_v3,zh,situation,anger,random,0.5361506581306458,-0.03960373485460875,1.0,10
bielik_1_5b_v3,zh,situation,anger,shuffled_emotion,0.627143919467926,0.04156374325975774,1.0,10
bielik_1_5b_v3,zh,situation,disgust,emotion,0.6070146501064301,0.05977373081259426,1.0,10
bielik_1_5b_v3,zh,situation,disgust,identity,0.7397801399230957,-0.0402800251264125,1.0,10
bielik_1_5b_v3,zh,situation,disgust,random,0.5432641744613648,-0.06666103210300205,1.0,10
bielik_1_5b_v3,zh,situation,disgust,shuffled_emotion,0.6256518244743348,0.05239603775553402,1.0,10
bielik_1_5b_v3,zh,situation,joy,emotion,0.6256518244743348,0.06003099679946896,1.0,10
bielik_1_5b_v3,zh,situation,joy,identity,0.7397801399230957,-0.03288150280714035,1.0,10
bielik_1_5b_v3,zh,situation,joy,random,0.5342429578304291,-0.01916678957641125,1.0,10
bielik_1_5b_v3,zh,situation,joy,shuffled_emotion,0.6050790190696717,0.06513633579015729,1.0,10
bielik_1_5b_v3,zh,situation,sadness,emotion,0.627143919467926,0.04992970498278733,1.0,10
bielik_1_5b_v3,zh,situation,sadness,identity,0.7397801399230957,-0.030740097444504493,1.0,10
bielik_1_5b_v3,zh,situation,sadness,random,0.5209000796079636,-0.029245128482580172,1.0,10
bielik_1_5b_v3,zh,situation,sadness,shuffled_emotion,0.6070146501064301,0.058459427673369604,1.0,10
gemini,en,food,anger,emotion,0.5008384943008423,0.03473567189648745,1.0,10
gemini,en,food,anger,identity,0.6713498294353485,0.00776818487793207,1.0,10
gemini,en,food,anger,random,0.4822425603866577,0.013440201058983792,1.0,10
gemini,en,food,anger,shuffled_emotion,0.517186039686203,0.03477832768112419,1.0,10
gemini,en,food,disgust,emotion,0.51599680185318,0.08119346085004506,1.0,10
gemini,en,food,disgust,identity,0.6713498294353485,0.00933756665326654,1.0,10
gemini,en,food,disgust,random,0.4716734290122986,0.009337566653266538,1.0,10
gemini,en,food,disgust,shuffled_emotion,0.49540049731731417,0.011692536273039868,1.0,10
gemini,en,food,joy,emotion,0.49540049731731417,0.02784890173934395,1.0,10
gemini,en,food,joy,identity,0.6713498294353485,0.006977210147306301,1.0,10
gemini,en,food,joy,random,0.4808934718370438,0.0015162895899265803,1.0,10
gemini,en,food,joy,shuffled_emotion,0.5008384943008423,0.00981655218638478,1.0,10
gemini,en,food,sadness,emotion,0.517186039686203,0.038165522564668194,1.0,10
gemini,en,food,sadness,identity,0.6713498294353485,0.0025680678081698902,1.0,10
gemini,en,food,sadness,random,0.48385377526283263,-0.00659321899292987,1.0,10
gemini,en,food,sadness,shuffled_emotion,0.51599680185318,0.04789909591199827,1.0,10
gemini,en,object,anger,emotion,0.4788371503353119,0.09574451670050617,1.0,10
gemini,en,object,anger,identity,0.646011233329773,0.04266088483855126,1.0,10
gemini,en,object,anger,random,0.4531977742910385,0.048651759233325695,1.0,10
gemini,en,object,anger,shuffled_emotion,0.490471413731575,0.0761065630242228,1.0,10
gemini,en,object,disgust,emotion,0.47342912256717684,0.07582090739160771,1.0,10
gemini,en,object,disgust,identity,0.646011233329773,0.02479815911501643,1.0,10
gemini,en,object,disgust,random,0.46084797084331514,0.022960532642900912,1.0,10
gemini,en,object,disgust,shuffled_emotion,0.48167665898799894,0.041676934063434555,1.0,10
gemini,en,object,joy,emotion,0.48167665898799894,0.08192188292741773,1.0,10
gemini,en,object,joy,identity,0.646011233329773,0.05649792365729804,1.0,10
gemini,en,object,joy,random,0.46226421892642977,0.05962054617702957,1.0,10
gemini,en,object,joy,shuffled_emotion,0.4788371503353119,0.06906821783632036,1.0,10
gemini,en,object,sadness,emotion,0.490471413731575,0.07800242863595482,1.0,10
gemini,en,object,sadness,identity,0.646011233329773,0.04008134696632619,1.0,10
gemini,en,object,sadness,random,0.45246977508068087,0.03839574400335546,1.0,10
gemini,en,object,sadness,shuffled_emotion,0.47342912256717684,0.06984143592417237,1.0,10
gemini,en,person,anger,emotion,0.4855292707681656,0.0930560926441103,1.0,10
gemini,en,person,anger,identity,0.6379205048084259,-0.00634410553611812,1.0,10
gemini,en,person,anger,random,0.45482294261455536,-0.00634410553611812,1.0,10
gemini,en,person,anger,shuffled_emotion,0.5074393540620804,0.0287554629612714,1.0,10
gemini,en,person,disgust,emotion,0.4721636712551117,0.0681046035606414,1.0,10
gemini,en,person,disgust,identity,0.6379205048084259,-0.0052395287435501705,1.0,10
