model,language,category,emotion,emotion_strategy,neutral_strategy,projection_emotion,projection_identity,projection_random,projection_shuffled_emotion,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled
bielik_1_5b_v3,zh,place,disgust,centroid_phrases,neutral_centroid,0.06900348248891527,0.01453375327400861,0.002226273668929932,0.06900348248891527,0.05446972921490666,0.06677720881998535,0.0
bielik_1_5b_v3,zh,place,joy,centroid_phrases,neutral_centroid,0.07776852278038855,0.018981137126684162,0.018981137126684155,0.06743876086547966,0.058787385653704394,0.058787385653704394,0.010329761914908892
bielik_1_5b_v3,zh,place,sadness,centroid_phrases,neutral_centroid,0.07229043785482642,0.02617102777585385,0.03308695154264567,0.07788878995925184,0.046119410078972564,0.03920348631218075,-0.0055983521044254275
bielik_1_5b_v3,zh,situation,anger,centroid_phrases,neutral_centroid,0.0525534871034324,-0.045609237719327185,-0.03960373485460875,0.04156374325975774,0.09816272482275959,0.09215722195804116,0.010989743843674654
bielik_1_5b_v3,zh,situation,disgust,centroid_phrases,neutral_centroid,0.05977373081259426,-0.0402800251264125,-0.06666103210300205,0.05239603775553402,0.10005375593900676,0.1264347629155963,0.007377693057060243
bielik_1_5b_v3,zh,situation,joy,centroid_phrases,neutral_centroid,0.06003099679946896,-0.03288150280714035,-0.01916678957641125,0.06513633579015729,0.0929124996066093,0.07919778637588021,-0.005105338990688331
bielik_1_5b_v3,zh,situation,sadness,centroid_phrases,neutral_centroid,0.04992970498278733,-0.030740097444504493,-0.029245128482580172,0.058459427673369604,0.08066980242729183,0.0791748334653675,-0.008529722690582275
gemini,en,food,anger,centroid_phrases,neutral_centroid,0.03473567189648745,0.00776818487793207,0.013440201058983792,0.03477832768112419,0.026967487018555378,0.021295470837503657,-4.265578463674008e-05
gemini,en,food,disgust,centroid_phrases,neutral_centroid,0.08119346085004506,0.00933756665326654,0.009337566653266538,0.011692536273039868,0.07185589419677851,0.07185589419677851,0.06950092457700519
gemini,en,food,joy,centroid_phrases,neutral_centroid,0.02784890173934395,0.006977210147306301,0.0015162895899265803,0.00981655218638478,0.02087169159203765,0.02633261214941737,0.018032349552959168
gemini,en,food,sadness,centroid_phrases,neutral_centroid,0.038165522564668194,0.0025680678081698902,-0.00659321899292987,0.04789909591199827,0.0355974547564983,0.04475874155759806,-0.009733573347330077
gemini,en,object,anger,centroid_phrases,neutral_centroid,0.09574451670050617,0.04266088483855126,0.048651759233325695,0.0761065630242228,0.05308363186195491,0.047092757467180474,0.019637953676283362
gemini,en,object,disgust,centroid_phrases,neutral_centroid,0.07582090739160771,0.02479815911501643,0.022960532642900912,0.041676934063434555,0.051022748276591284,0.0528603747487068,0.034143973328173156
gemini,en,object,joy,centroid_phrases,neutral_centroid,0.08192188292741773,0.05649792365729804,0.05962054617702957,0.06906821783632036,0.025423959270119686,0.02230133675038816,0.012853665091097366
gemini,en,object,sadness,centroid_phrases,neutral_centroid,0.07800242863595482,0.04008134696632619,0.03839574400335546,0.06984143592417237,0.037921081669628626,0.03960668463259936,0.008160992711782444
gemini,en,person,anger,centroid_phrases,neutral_centroid,0.0930560926441103,-0.00634410553611812,-0.00634410553611812,0.0287554629612714,0.09940019818022842,0.09940019818022842,0.0643006296828389
gemini,en,person,disgust,centroid_phrases,neutral_centroid,0.0681046035606414,-0.0052395287435501705,-0.00992324179969726,0.0005745912436395898,0.07334413230419157,0.07802784536033866,0.0675300123170018
gemini,en,person,joy,centroid_phrases,neutral_centroid,0.0567964228335768,0.00477542574517431,-0.00882706181146201,0.02817915845662352,0.052020997088402486,0.06562348464503881,0.028617264376953278
gemini,en,person,sadness,centroid_phrases,neutral_centroid,0.08566683947574343,-0.00701577907893806,-0.00701577907893806,0.0382528838003054,0.09268261855468149,0.09268261855468149,0.047413955675438026
gemini,en,place,anger,centroid_phrases,neutral_centroid,0.08101720474660393,0.03716318565420803,0.039971404103562216,0.062039023265242535,0.0438540190923959,0.04104580064304171,0.018978181481361392
gemini,en,place,disgust,centroid_phrases,neutral_centroid,0.11400433741509912,0.051054458785802094,0.054228965472429946,0.060386633966118076,0.06294987862929702,0.05977537194266917,0.05361770344898104
gemini,en,place,joy,centroid_phrases,neutral_centroid,0.0390469365753233,0.01593182715587315,0.013632666086778,0.01947155725210902,0.02311510941945015,0.0254142704885453,0.01957537932321428
gemini,en,place,sadness,centroid_phrases,neutral_centroid,0.07701889462769027,0.02390805531758811,0.025419810158200516,0.06896220035850997,0.05311083931010216,0.05159908446948975,0.008056694269180292
gemini,en,situation,anger,centroid_phrases,neutral_centroid,0.04565813746303319,0.025246974406763927,0.02410362255759538,0.04333934653550385,0.020411163056269263,0.02155451490543781,0.002318790927529339
gemini,en,situation,disgust,centroid_phrases,neutral_centroid,0.028654792066663482,0.009483830211684101,-0.006188081623986349,0.01349755777046085,0.01917096185497938,0.03484287369064983,0.015157234296202632
gemini,en,situation,joy,centroid_phrases,neutral_centroid,0.12228792384266847,0.029503730265423612,0.03759440365247424,0.03731274115853006,0.09278419357724485,0.08469352019019423,0.08497518268413841
gemini,en,situation,sadness,centroid_phrases,neutral_centroid,0.05540975760668513,0.02897674492560328,0.012444701744243532,0.04618083126842973,0.02643301268108185,0.0429650558624416,0.009228926338255401
gemini,pl,food,anger,centroid_phrases,neutral_centroid,0.03019198374822733,0.013182497490197408,0.01838668873533604,0.026144403498619774,0.01700948625802992,0.011805295012891289,0.004047580249607555
gemini,pl,food,disgust,centroid_phrases,neutral_centroid,0.04578768862411377,0.006389841716736561,0.019756815489381553,0.008840843196958322,0.03939784690737721,0.026030873134732214,0.03694684542715544
