emotion_strategy,neutral_strategy,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled,mean_direction_cosine,mean_top_k_jaccard,final_rank_score
centroid_phrases,neutral_centroid,0.6908061954081058,0.055946306292045216,1.0,407,0.0364094281917593,0.03553983910081053,0.010459220322178829,0.9372747469464938,0.8591022588522588,0.2281736441967315
