model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
bielik_1_5b_v3,en,situation,anger,emotion,0.9012247264385224,0.0392982491990551,1.0,17
bielik_1_5b_v3,en,situation,anger,identity,0.9415907382965087,0.00833616112358868,1.0,10
bielik_1_5b_v3,en,situation,anger,random,0.6683428049087524,0.005632263352163125,1.0,10
bielik_1_5b_v3,en,situation,anger,shuffled_emotion,0.9031597524881363,0.043293690239079266,1.0,20
bielik_1_5b_v3,en,situation,disgust,emotion,0.8903502553701401,0.041714847611729014,1.0,17
bielik_1_5b_v3,en,situation,disgust,identity,0.9415907382965087,0.007956971751991651,1.0,10
bielik_1_5b_v3,en,situation,disgust,random,0.6704176843166352,0.0022117329179309297,1.0,10
bielik_1_5b_v3,en,situation,disgust,shuffled_emotion,0.8956198900938034,0.039859827316831756,1.0,18
bielik_1_5b_v3,en,situation,excitement,emotion,0.8967893451452256,0.03822085501160468,1.0,15
bielik_1_5b_v3,en,situation,excitement,identity,0.9415907382965087,0.01012194136274045,1.0,10
bielik_1_5b_v3,en,situation,excitement,random,0.6640840768814087,0.0109776235418394,1.0,10
bielik_1_5b_v3,en,situation,excitement,shuffled_emotion,0.910494527220726,0.0312835414195433,1.0,19
bielik_1_5b_v3,en,situation,fear,emotion,0.9031597524881363,0.0533296070527285,1.0,20
bielik_1_5b_v3,en,situation,fear,identity,0.9415907382965087,0.009938477328978465,1.0,10
bielik_1_5b_v3,en,situation,fear,random,0.6836582481861114,0.01422113045118747,1.0,10
bielik_1_5b_v3,en,situation,fear,shuffled_emotion,0.9078976303339005,0.04243318245280532,1.0,16
bielik_1_5b_v3,en,situation,joy,emotion,0.8956198900938034,0.04045969163998959,1.0,18
bielik_1_5b_v3,en,situation,joy,identity,0.9415907382965087,0.004330227826721965,1.0,10
bielik_1_5b_v3,en,situation,joy,random,0.6695386946201325,0.0056885288329795,1.0,10
bielik_1_5b_v3,en,situation,joy,shuffled_emotion,0.9012247264385224,0.03525623227469622,1.0,17
bielik_1_5b_v3,en,situation,love,emotion,0.910494527220726,0.05308401980437333,1.0,19
bielik_1_5b_v3,en,situation,love,identity,0.9415907382965087,0.014442639029584814,1.0,10
bielik_1_5b_v3,en,situation,love,random,0.6827880144119263,0.012949202652089278,1.0,10
bielik_1_5b_v3,en,situation,love,shuffled_emotion,0.8953630149364471,0.039598694001324444,1.0,16
bielik_1_5b_v3,en,situation,negative,emotion,0.90171078145504,0.04110120353288945,1.0,17
bielik_1_5b_v3,en,situation,negative,identity,0.9415907382965087,0.007462970376946029,1.0,10
bielik_1_5b_v3,en,situation,negative,random,0.6683399438858032,0.0016483291285112397,1.0,10
bielik_1_5b_v3,en,situation,negative,shuffled_emotion,0.9085821896791458,0.02715930151753127,1.0,16
bielik_1_5b_v3,en,situation,positive,emotion,0.8953630149364471,0.02076024648267777,1.0,16
bielik_1_5b_v3,en,situation,positive,identity,0.9415907382965087,-0.00298585568089035,1.0,10
bielik_1_5b_v3,en,situation,positive,random,0.6681975245475769,-0.0009903072612359903,1.0,10
bielik_1_5b_v3,en,situation,positive,shuffled_emotion,0.90171078145504,0.021995535329915585,1.0,17
bielik_1_5b_v3,en,situation,sadness,emotion,0.9085821896791458,0.03632745763752605,1.0,16
bielik_1_5b_v3,en,situation,sadness,identity,0.9415907382965087,0.01317875173408536,1.0,10
bielik_1_5b_v3,en,situation,sadness,random,0.6636162579059601,0.013778038718737645,1.0,10
bielik_1_5b_v3,en,situation,sadness,shuffled_emotion,0.8903502553701401,0.03450367507757616,1.0,17
bielik_1_5b_v3,pl,food,amusement,emotion,0.8993353724479676,0.03664442542940374,1.0,12
bielik_1_5b_v3,pl,food,amusement,identity,0.9523299634456635,0.018419030332006495,1.0,10
bielik_1_5b_v3,pl,food,amusement,random,0.6706555664539338,0.016816120955627394,1.0,10
bielik_1_5b_v3,pl,food,amusement,shuffled_emotion,0.9020749866962433,0.03437156691215929,1.0,15
bielik_1_5b_v3,pl,food,anger,emotion,0.8985439360141754,0.021944356401218078,1.0,14
bielik_1_5b_v3,pl,food,anger,identity,0.9523299634456635,0.007724637893261385,1.0,10
bielik_1_5b_v3,pl,food,anger,random,0.6795386850833893,0.00272623625933193,1.0,10
bielik_1_5b_v3,pl,food,anger,shuffled_emotion,0.899690917134285,0.020478821935830616,1.0,14
bielik_1_5b_v3,pl,food,disgust,emotion,0.8962284207344056,0.042322480329312344,1.0,15
bielik_1_5b_v3,pl,food,disgust,identity,0.9523299634456635,0.02021395486081017,1.0,10
bielik_1_5b_v3,pl,food,disgust,random,0.6685010671615601,0.02199772183084859,1.0,10
bielik_1_5b_v3,pl,food,disgust,shuffled_emotion,0.9009083390235901,0.03321574584115294,1.0,13
bielik_1_5b_v3,pl,food,excitement,emotion,0.9020749866962433,0.02901228398550299,1.0,15
bielik_1_5b_v3,pl,food,excitement,identity,0.9523299634456635,0.011012150836177164,1.0,10
bielik_1_5b_v3,pl,food,excitement,random,0.6729109466075898,0.0052392021054402,1.0,10
bielik_1_5b_v3,pl,food,excitement,shuffled_emotion,0.897631561756134,0.023395321867428702,1.0,13
bielik_1_5b_v3,pl,food,fear,emotion,0.899690917134285,0.018614630121737696,1.0,14
bielik_1_5b_v3,pl,food,fear,identity,0.9523299634456635,0.006058533641044046,1.0,10
bielik_1_5b_v3,pl,food,fear,random,0.6847692430019379,0.002577506599482145,1.0,10
bielik_1_5b_v3,pl,food,fear,shuffled_emotion,0.8993353724479676,0.01542983474209903,1.0,12
bielik_1_5b_v3,pl,food,joy,emotion,0.9009083390235901,0.01563965369714424,1.0,13
bielik_1_5b_v3,pl,food,joy,identity,0.9523299634456635,0.00501245394116269,1.0,10
bielik_1_5b_v3,pl,food,joy,random,0.6815567195415497,0.004279962694272415,1.0,10
