model,language,category,emotion,emotion_strategy,neutral_strategy,projection_emotion,projection_identity,projection_random,projection_shuffled_emotion,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled
bielik_1_5b_v3,pl,food,excitement,centroid_phrases,neutral_centroid,0.05572884641587729,0.03022884754464028,0.02471466949209569,0.05499518960714335,0.02549999887123701,0.0310141769237816,0.0007336568087339401
bielik_1_5b_v3,pl,food,excitement,single_word,neutral_centroid,0.0022957215551286897,-0.00820454587228595,-0.01423626528121529,-0.00820454587228595,0.01050026742741464,0.01653198683634398,0.01050026742741464
bielik_1_5b_v3,pl,food,fear,centroid_phrases,neutral_centroid,0.04590720497071738,0.02368504006881265,0.01616451803129165,0.04590720497071738,0.02222216490190473,0.029742686939425732,0.0
bielik_1_5b_v3,pl,food,fear,single_word,neutral_centroid,-0.00867794472724199,-0.01156797278672456,-0.01100950483232736,-0.01504753548651932,0.0028900280594825693,0.002331560105085369,0.00636959075927733
bielik_1_5b_v3,pl,food,joy,centroid_phrases,neutral_centroid,0.04441241472959513,0.02315801521763203,0.02053036552388219,0.04441241472959513,0.0212543995119631,0.023882049205712942,0.0
bielik_1_5b_v3,pl,food,joy,single_word,neutral_centroid,-0.013133107335306649,-0.013133107335306649,-0.01197044013533736,-0.01438859927002335,0.0,-0.0011626671999692886,0.0012554919347167008
bielik_1_5b_v3,pl,food,love,centroid_phrases,neutral_centroid,0.05125535130500788,0.026848887559026452,0.036236164346337266,0.04558091573417181,0.024406463745981426,0.015019186958670612,0.005674435570836064
bielik_1_5b_v3,pl,food,love,single_word,neutral_centroid,-0.01788473166525359,-0.01788473166525359,-0.026289084460586254,-0.02129094265401359,0.0,0.008404352795332665,0.0034062109887600008
bielik_1_5b_v3,pl,food,negative,centroid_phrases,neutral_centroid,0.058740694820880845,0.03361112349666654,0.03744172868318854,0.058740694820880845,0.025129571324214305,0.021298966137692305,0.0
bielik_1_5b_v3,pl,food,negative,single_word,neutral_centroid,-0.01188805133569983,-0.01396606538910416,-0.01574080649297681,-0.01396606538910416,0.002078014053404331,0.0038527551572769825,0.002078014053404331
bielik_1_5b_v3,pl,food,positive,centroid_phrases,neutral_centroid,0.04602099452167744,0.02825177926570176,0.02147455206140875,0.05028217211365695,0.01776921525597568,0.02454644246026869,-0.004261177591979512
bielik_1_5b_v3,pl,food,positive,single_word,neutral_centroid,-0.01653566695749755,-0.01850988883525129,-0.01764828003942962,-0.01560799535363908,0.0019742218777537394,0.0011126130819320706,-0.0009276716038584716
bielik_1_5b_v3,pl,food,sadness,centroid_phrases,neutral_centroid,0.04646412692964072,0.023785587423481008,0.02097711276728656,0.05016283951699729,0.022678539506159712,0.02548701416235416,-0.003698712587356573
bielik_1_5b_v3,pl,food,sadness,single_word,neutral_centroid,-0.0075513368239626,-0.0075513368239626,-0.00972141472157088,-0.00780652442481366,0.0,0.0021700778976082805,0.00025518760085106035
